"ID","Year","LocationAbbr","LocationDesc","Class","Topic","Indicator","Response","DataSource","Data_Value_Unit","Data_Value_Type","Data_Value","Data_Value_Footnote_Symbol","Data_Value_Footnote","Low_Confidence_Limit","High_Confidence_Limit","Sample_Size","Stratification","StratificationType","IndicatorId","LocationOrder","ParentStateDisplayOrder","FootnoteType","FootNoteSymbol","FootnoteText","URL","DatasourceAbbr","Agency"
"4381060","2021","AR","Arkansas","Alcohol Consumption","Heavy Drinking","Heavy drinkers (adult men having more than 14 drinks per week and adult women having more than 7 drinks per week) (variable calculated from one or more BRFSS questions)","Do not meet criteria for heavy drinking","BRFSS","%","Crude Prevalence","94.0","","","92.9","95.0","4717","Overall","Overall","_RFDRHV7","6","6","","","","","",""
"4387122","2021","AR","Arkansas","Alcohol Consumption","Heavy Drinking","Heavy drinkers (adult men having more than 14 drinks per week and adult women having more than 7 drinks per week) (variable calculated from one or more BRFSS questions)","Meet criteria for heavy drinking","BRFSS","%","Crude Prevalence","6.0","","","5.0","7.1","215","Overall","Overall","_RFDRHV7","6","6","","","","","",""
"4402001","2021","CA","California","Alcohol Consumption","Heavy Drinking","Heavy drinkers (adult men having more than 14 drinks per week and adult women having more than 7 drinks per week) (variable calculated from one or more BRFSS questions)","Do not meet criteria for heavy drinking","BRFSS","%","Crude Prevalence","93.9","","","93.1","94.6","5866","Overall","Overall","_RFDRHV7","7","7","","","","","",""
"4391504","2021","CA","California","Alcohol Consumption","Heavy Drinking","Heavy drinkers (adult men having more than 14 drinks per week and adult women having more than 7 drinks per week) (variable calculated from one or more BRFSS questions)","Meet criteria for heavy drinking","BRFSS","%","Crude Prevalence","6.1","","","5.4","6.9","392","Overall","Overall","_RFDRHV7","7","7","","","","","",""
"4397294","2021","CO","Colorado","Alcohol Consumption","Heavy Drinking","Heavy drinkers (adult men having more than 14 drinks per week and adult women having more than 7 drinks per week) (variable calculated from one or more BRFSS questions)","Do not meet criteria for heavy drinking","BRFSS","%","Crude Prevalence","92.7","","","92.1","93.3","8791","Overall","Overall","_RFDRHV7","8","8","","","","","",""
"4394536","2021","CO","Colorado","Alcohol Consumption","Heavy Drinking","Heavy drinkers (adult men having more than 14 drinks per week and adult women having more than 7 drinks per week) (variable calculated from one or more BRFSS questions)","Meet criteria for heavy drinking","BRFSS","%","Crude Prevalence","7.3","","","6.7","7.9","684","Overall","Overall","_RFDRHV7","8","8","","","","","",""
"4398721","2021","CT","Connecticut","Alcohol Consumption","Heavy Drinking","Heavy drinkers (adult men having more than 14 drinks per week and adult women having more than 7 drinks per week) (variable calculated from one or more BRFSS questions)","Do not meet criteria for heavy drinking","BRFSS","%","Crude Prevalence","94.7","","","94.0","95.4","6961","Overall","Overall","_RFDRHV7","9","9","","","","","",""
"4399814","2021","CT","Connecticut","Alcohol Consumption","Heavy Drinking","Heavy drinkers (adult men having more than 14 drinks per week and adult women having more than 7 drinks per week) (variable calculated from one or more BRFSS questions)","Meet criteria for heavy drinking","BRFSS","%","Crude Prevalence","5.3","","","4.6","6.0","443","Overall","Overall","_RFDRHV7","9","9","","","","","",""
"4408032","2021","DE","Delaware","Alcohol Consumption","Heavy Drinking","Heavy drinkers (adult men having more than 14 drinks per week and adult women having more than 7 drinks per week) (variable calculated from one or more BRFSS questions)","Do not meet criteria for heavy drinking","BRFSS","%","Crude Prevalence","95.0","","","94.0","96.0","3107","Overall","Overall","_RFDRHV7","10","10","","","","","",""
"4410297","2021","DE","Delaware","Alcohol Consumption","Heavy Drinking","Heavy drinkers (adult men having more than 14 drinks per week and adult women having more than 7 drinks per week) (variable calculated from one or more BRFSS questions)","Meet criteria for heavy drinking","BRFSS","%","Crude Prevalence","5.0","","","4.0","6.0","170","Overall","Overall","_RFDRHV7","10","10","","","","","",""
"4406587","2021","DC","District of Columbia","Alcohol Consumption","Heavy Drinking","Heavy drinkers (adult men having more than 14 drinks per week and adult women having more than 7 drinks per week) (variable calculated from one or more BRFSS questions)","Do not meet criteria for heavy drinking","BRFSS","%","Crude Prevalence","91.3","","","89.9","92.7","2656","Overall","Overall","_RFDRHV7","11","11","","","","","",""
"4407561","2021","DC","District of Columbia","Alcohol Consumption","Heavy Drinking","Heavy drinkers (adult men having more than 14 drinks per week and adult women having more than 7 drinks per week) (variable calculated from one or more BRFSS questions)","Meet criteria for heavy drinking","BRFSS","%","Crude Prevalence","8.7","","","7.3","10.1","242","Overall","Overall","_RFDRHV7","11","11","","","","","",""
"4408138","2021","GA","Georgia","Alcohol Consumption","Heavy Drinking","Heavy drinkers (adult men having more than 14 drinks per week and adult women having more than 7 drinks per week) (variable calculated from one or more BRFSS questions)","Do not meet criteria for heavy drinking","BRFSS","%","Crude Prevalence","93.8","","","92.9","94.6","6877","Overall","Overall","_RFDRHV7","13","13","","","","","",""
"4410697","2021","GA","Georgia","Alcohol Consumption","Heavy Drinking","Heavy drinkers (adult men having more than 14 drinks per week and adult women having more than 7 drinks per week) (variable calculated from one or more BRFSS questions)","Meet criteria for heavy drinking","BRFSS","%","Crude Prevalence","6.2","","","5.4","7.1","373","Overall","Overall","_RFDRHV7","13","13","","","","","",""
"4429591","2021","HI","Hawaii","Alcohol Consumption","Heavy Drinking","Heavy drinkers (adult men having more than 14 drinks per week and adult women having more than 7 drinks per week) (variable calculated from one or more BRFSS questions)","Do not meet criteria for heavy drinking","BRFSS","%","Crude Prevalence","93.0","","","92.2","93.8","6809","Overall","Overall","_RFDRHV7","14","14","","","","","",""
"4420977","2021","HI","Hawaii","Alcohol Consumption","Heavy Drinking","Heavy drinkers (adult men having more than 14 drinks per week and adult women having more than 7 drinks per week) (variable calculated from one or more BRFSS questions)","Meet criteria for heavy drinking","BRFSS","%","Crude Prevalence","7.0","","","6.2","7.8","543","Overall","Overall","_RFDRHV7","14","14","","","","","",""
"4427841","2021","ID","Idaho","Alcohol Consumption","Heavy Drinking","Heavy drinkers (adult men having more than 14 drinks per week and adult women having more than 7 drinks per week) (variable calculated from one or more BRFSS questions)","Do not meet criteria for heavy drinking","BRFSS","%","Crude Prevalence","93.2","","","92.4","94.1","5987","Overall","Overall","_RFDRHV7","15","15","","","","","",""
"4426781","2021","ID","Idaho","Alcohol Consumption","Heavy Drinking","Heavy drinkers (adult men having more than 14 drinks per week and adult women having more than 7 drinks per week) (variable calculated from one or more BRFSS questions)","Meet criteria for heavy drinking","BRFSS","%","Crude Prevalence","6.8","","","5.9","7.6","400","Overall","Overall","_RFDRHV7","15","15","","","","","",""
"4422362","2021","IL","Illinois","Alcohol Consumption","Heavy Drinking","Heavy drinkers (adult men having more than 14 drinks per week and adult women having more than 7 drinks per week) (variable calculated from one or more BRFSS questions)","Do not meet criteria for heavy drinking","BRFSS","%","Crude Prevalence","95.0","","","94.1","96.0","2820","Overall","Overall","_RFDRHV7","16","16","","","","","",""
"4428836","2021","IL","Illinois","Alcohol Consumption","Heavy Drinking","Heavy drinkers (adult men having more than 14 drinks per week and adult women having more than 7 drinks per week) (variable calculated from one or more BRFSS questions)","Meet criteria for heavy drinking","BRFSS","%","Crude Prevalence","5.0","","","4.0","5.9","157","Overall","Overall","_RFDRHV7","16","16","","","","","",""
"4433233","2021","IN","Indiana","Alcohol Consumption","Heavy Drinking","Heavy drinkers (adult men having more than 14 drinks per week and adult women having more than 7 drinks per week) (variable calculated from one or more BRFSS questions)","Do not meet criteria for heavy drinking","BRFSS","%","Crude Prevalence","94.1","","","93.4","94.7","8522","Overall","Overall","_RFDRHV7","17","17","","","","","",""
"4432441","2021","IN","Indiana","Alcohol Consumption","Heavy Drinking","Heavy drinkers (adult men having more than 14 drinks per week and adult women having more than 7 drinks per week) (variable calculated from one or more BRFSS questions)","Meet criteria for heavy drinking","BRFSS","%","Crude Prevalence","5.9","","","5.3","6.6","455","Overall","Overall","_RFDRHV7","17","17","","","","","",""
"4437617","2021","IA","Iowa","Alcohol Consumption","Heavy Drinking","Heavy drinkers (adult men having more than 14 drinks per week and adult women having more than 7 drinks per week) (variable calculated from one or more BRFSS questions)","Do not meet criteria for heavy drinking","BRFSS","%","Crude Prevalence","93.0","","","92.3","93.6","8469","Overall","Overall","_RFDRHV7","18","18","","","","","",""
"4438249","2021","IA","Iowa","Alcohol Consumption","Heavy Drinking","Heavy drinkers (adult men having more than 14 drinks per week and adult women having more than 7 drinks per week) (variable calculated from one or more BRFSS questions)","Meet criteria for heavy drinking","BRFSS","%","Crude Prevalence","7.0","","","6.4","7.7","568","Overall","Overall","_RFDRHV7","18","18","","","","","",""
"4441328","2021","KS","Kansas","Alcohol Consumption","Heavy Drinking","Heavy drinkers (adult men having more than 14 drinks per week and adult women having more than 7 drinks per week) (variable calculated from one or more BRFSS questions)","Do not meet criteria for heavy drinking","BRFSS","%","Crude Prevalence","93.9","","","93.4","94.4","15610","Overall","Overall","_RFDRHV7","19","19","","","","","",""
"4446294","2021","KS","Kansas","Alcohol Consumption","Heavy Drinking","Heavy drinkers (adult men having more than 14 drinks per week and adult women having more than 7 drinks per week) (variable calculated from one or more BRFSS questions)","Meet criteria for heavy drinking","BRFSS","%","Crude Prevalence","6.1","","","5.6","6.6","917","Overall","Overall","_RFDRHV7","19","19","","","","","",""
"4450549","2021","KY","Kentucky","Alcohol Consumption","Heavy Drinking","Heavy drinkers (adult men having more than 14 drinks per week and adult women having more than 7 drinks per week) (variable calculated from one or more BRFSS questions)","Do not meet criteria for heavy drinking","BRFSS","%","Crude Prevalence","95.6","","","94.8","96.3","4839","Overall","Overall","_RFDRHV7","20","20","","","","","",""
"4453545","2021","KY","Kentucky","Alcohol Consumption","Heavy Drinking","Heavy drinkers (adult men having more than 14 drinks per week and adult women having more than 7 drinks per week) (variable calculated from one or more BRFSS questions)","Meet criteria for heavy drinking","BRFSS","%","Crude Prevalence","4.4","","","3.7","5.2","208","Overall","Overall","_RFDRHV7","20","20","","","","","",""
"4458130","2021","LA","Louisiana","Alcohol Consumption","Heavy Drinking","Heavy drinkers (adult men having more than 14 drinks per week and adult women having more than 7 drinks per week) (variable calculated from one or more BRFSS questions)","Do not meet criteria for heavy drinking","BRFSS","%","Crude Prevalence","92.9","","","91.9","93.9","4275","Overall","Overall","_RFDRHV7","21","21","","","","","",""
"4458605","2021","LA","Louisiana","Alcohol Consumption","Heavy Drinking","Heavy drinkers (adult men having more than 14 drinks per week and adult women having more than 7 drinks per week) (variable calculated from one or more BRFSS questions)","Meet criteria for heavy drinking","BRFSS","%","Crude Prevalence","7.1","","","6.1","8.1","304","Overall","Overall","_RFDRHV7","21","21","","","","","",""
"4453507","2021","ME","Maine","Alcohol Consumption","Heavy Drinking","Heavy drinkers (adult men having more than 14 drinks per week and adult women having more than 7 drinks per week) (variable calculated from one or more BRFSS questions)","Do not meet criteria for heavy drinking","BRFSS","%","Crude Prevalence","91.8","","","91.0","92.6","10279","Overall","Overall","_RFDRHV7","22","22","","","","","",""
"4453388","2021","ME","Maine","Alcohol Consumption","Heavy Drinking","Heavy drinkers (adult men having more than 14 drinks per week and adult women having more than 7 drinks per week) (variable calculated from one or more BRFSS questions)","Meet criteria for heavy drinking","BRFSS","%","Crude Prevalence","8.2","","","7.4","9.0","844","Overall","Overall","_RFDRHV7","22","22","","","","","",""
"4455139","2021","MD","Maryland","Alcohol Consumption","Heavy Drinking","Heavy drinkers (adult men having more than 14 drinks per week and adult women having more than 7 drinks per week) (variable calculated from one or more BRFSS questions)","Do not meet criteria for heavy drinking","BRFSS","%","Crude Prevalence","95.2","","","94.7","95.7","13207","Overall","Overall","_RFDRHV7","23","23","","","","","",""
"4455510","2021","MD","Maryland","Alcohol Consumption","Heavy Drinking","Heavy drinkers (adult men having more than 14 drinks per week and adult women having more than 7 drinks per week) (variable calculated from one or more BRFSS questions)","Meet criteria for heavy drinking","BRFSS","%","Crude Prevalence","4.8","","","4.3","5.3","725","Overall","Overall","_RFDRHV7","23","23","","","","","",""
"4463360","2021","MA","Massachusetts","Alcohol Consumption","Heavy Drinking","Heavy drinkers (adult men having more than 14 drinks per week and adult women having more than 7 drinks per week) (variable calculated from one or more BRFSS questions)","Do not meet criteria for heavy drinking","BRFSS","%","Crude Prevalence","93.7","","","92.9","94.5","6774","Overall","Overall","_RFDRHV7","24","24","","","","","",""
"4470626","2021","MA","Massachusetts","Alcohol Consumption","Heavy Drinking","Heavy drinkers (adult men having more than 14 drinks per week and adult women having more than 7 drinks per week) (variable calculated from one or more BRFSS questions)","Meet criteria for heavy drinking","BRFSS","%","Crude Prevalence","6.3","","","5.5","7.1","443","Overall","Overall","_RFDRHV7","24","24","","","","","",""
"4465547","2021","MI","Michigan","Alcohol Consumption","Heavy Drinking","Heavy drinkers (adult men having more than 14 drinks per week and adult women having more than 7 drinks per week) (variable calculated from one or more BRFSS questions)","Do not meet criteria for heavy drinking","BRFSS","%","Crude Prevalence","93.6","","","92.8","94.3","8121","Overall","Overall","_RFDRHV7","25","25","","","","","",""
"4465587","2021","MI","Michigan","Alcohol Consumption","Heavy Drinking","Heavy drinkers (adult men having more than 14 drinks per week and adult women having more than 7 drinks per week) (variable calculated from one or more BRFSS questions)","Meet criteria for heavy drinking","BRFSS","%","Crude Prevalence","6.4","","","5.7","7.2","492","Overall","Overall","_RFDRHV7","25","25","","","","","",""
"4474033","2021","MN","Minnesota","Alcohol Consumption","Heavy Drinking","Heavy drinkers (adult men having more than 14 drinks per week and adult women having more than 7 drinks per week) (variable calculated from one or more BRFSS questions)","Do not meet criteria for heavy drinking","BRFSS","%","Crude Prevalence","93.1","","","92.6","93.6","13743","Overall","Overall","_RFDRHV7","26","26","","","","","",""
"4473336","2021","MN","Minnesota","Alcohol Consumption","Heavy Drinking","Heavy drinkers (adult men having more than 14 drinks per week and adult women having more than 7 drinks per week) (variable calculated from one or more BRFSS questions)","Meet criteria for heavy drinking","BRFSS","%","Crude Prevalence","6.9","","","6.4","7.4","994","Overall","Overall","_RFDRHV7","26","26","","","","","",""
"4483237","2021","MS","Mississippi","Alcohol Consumption","Heavy Drinking","Heavy drinkers (adult men having more than 14 drinks per week and adult women having more than 7 drinks per week) (variable calculated from one or more BRFSS questions)","Do not meet criteria for heavy drinking","BRFSS","%","Crude Prevalence","94.0","","","92.9","95.0","3959","Overall","Overall","_RFDRHV7","27","27","","","","","",""
"4482512","2021","MS","Mississippi","Alcohol Consumption","Heavy Drinking","Heavy drinkers (adult men having more than 14 drinks per week and adult women having more than 7 drinks per week) (variable calculated from one or more BRFSS questions)","Meet criteria for heavy drinking","BRFSS","%","Crude Prevalence","6.0","","","5.0","7.1","209","Overall","Overall","_RFDRHV7","27","27","","","","","",""
"4481445","2021","MO","Missouri","Alcohol Consumption","Heavy Drinking","Heavy drinkers (adult men having more than 14 drinks per week and adult women having more than 7 drinks per week) (variable calculated from one or more BRFSS questions)","Do not meet criteria for heavy drinking","BRFSS","%","Crude Prevalence","93.4","","","92.6","94.1","10977","Overall","Overall","_RFDRHV7","28","28","","","","","",""
"4481305","2021","MO","Missouri","Alcohol Consumption","Heavy Drinking","Heavy drinkers (adult men having more than 14 drinks per week and adult women having more than 7 drinks per week) (variable calculated from one or more BRFSS questions)","Meet criteria for heavy drinking","BRFSS","%","Crude Prevalence","6.6","","","5.9","7.4","638","Overall","Overall","_RFDRHV7","28","28","","","","","",""
"4479950","2021","MT","Montana","Alcohol Consumption","Heavy Drinking","Heavy drinkers (adult men having more than 14 drinks per week and adult women having more than 7 drinks per week) (variable calculated from one or more BRFSS questions)","Do not meet criteria for heavy drinking","BRFSS","%","Crude Prevalence","91.7","","","90.8","92.6","5504","Overall","Overall","_RFDRHV7","29","29","","","","","",""
"4477618","2021","MT","Montana","Alcohol Consumption","Heavy Drinking","Heavy drinkers (adult men having more than 14 drinks per week and adult women having more than 7 drinks per week) (variable calculated from one or more BRFSS questions)","Meet criteria for heavy drinking","BRFSS","%","Crude Prevalence","8.3","","","7.4","9.2","449","Overall","Overall","_RFDRHV7","29","29","","","","","",""
"4496401","2021","NE","Nebraska","Alcohol Consumption","Heavy Drinking","Heavy drinkers (adult men having more than 14 drinks per week and adult women having more than 7 drinks per week) (variable calculated from one or more BRFSS questions)","Do not meet criteria for heavy drinking","BRFSS","%","Crude Prevalence","93.2","","","92.6","93.8","13266","Overall","Overall","_RFDRHV7","30","30","","","","","",""
"4493937","2021","NE","Nebraska","Alcohol Consumption","Heavy Drinking","Heavy drinkers (adult men having more than 14 drinks per week and adult women having more than 7 drinks per week) (variable calculated from one or more BRFSS questions)","Meet criteria for heavy drinking","BRFSS","%","Crude Prevalence","6.8","","","6.2","7.4","824","Overall","Overall","_RFDRHV7","30","30","","","","","",""
"4502850","2021","NV","Nevada","Alcohol Consumption","Heavy Drinking","Heavy drinkers (adult men having more than 14 drinks per week and adult women having more than 7 drinks per week) (variable calculated from one or more BRFSS questions)","Do not meet criteria for heavy drinking","BRFSS","%","Crude Prevalence","95.0","","","93.9","96.1","2414","Overall","Overall","_RFDRHV7","31","31","","","","","",""
"4497849","2021","NV","Nevada","Alcohol Consumption","Heavy Drinking","Heavy drinkers (adult men having more than 14 drinks per week and adult women having more than 7 drinks per week) (variable calculated from one or more BRFSS questions)","Meet criteria for heavy drinking","BRFSS","%","Crude Prevalence","5.0","","","3.9","6.1","161","Overall","Overall","_RFDRHV7","31","31","","","","","",""
"4490965","2021","NH","New Hampshire","Alcohol Consumption","Heavy Drinking","Heavy drinkers (adult men having more than 14 drinks per week and adult women having more than 7 drinks per week) (variable calculated from one or more BRFSS questions)","Do not meet criteria for heavy drinking","BRFSS","%","Crude Prevalence","92.7","","","91.7","93.6","5511","Overall","Overall","_RFDRHV7","32","32","","","","","",""
"4490114","2021","NH","New Hampshire","Alcohol Consumption","Heavy Drinking","Heavy drinkers (adult men having more than 14 drinks per week and adult women having more than 7 drinks per week) (variable calculated from one or more BRFSS questions)","Meet criteria for heavy drinking","BRFSS","%","Crude Prevalence","7.3","","","6.4","8.3","404","Overall","Overall","_RFDRHV7","32","32","","","","","",""
"4515125","2021","NJ","New Jersey","Alcohol Consumption","Heavy Drinking","Heavy drinkers (adult men having more than 14 drinks per week and adult women having more than 7 drinks per week) (variable calculated from one or more BRFSS questions)","Do not meet criteria for heavy drinking","BRFSS","%","Crude Prevalence","94.8","","","94.1","95.6","6629","Overall","Overall","_RFDRHV7","33","33","","","","","",""
"4505557","2021","NJ","New Jersey","Alcohol Consumption","Heavy Drinking","Heavy drinkers (adult men having more than 14 drinks per week and adult women having more than 7 drinks per week) (variable calculated from one or more BRFSS questions)","Meet criteria for heavy drinking","BRFSS","%","Crude Prevalence","5.2","","","4.4","5.9","358","Overall","Overall","_RFDRHV7","33","33","","","","","",""
"4505193","2021","NM","New Mexico","Alcohol Consumption","Heavy Drinking","Heavy drinkers (adult men having more than 14 drinks per week and adult women having more than 7 drinks per week) (variable calculated from one or more BRFSS questions)","Do not meet criteria for heavy drinking","BRFSS","%","Crude Prevalence","95.2","","","94.4","96.0","5745","Overall","Overall","_RFDRHV7","34","34","","","","","",""
"4504595","2021","NM","New Mexico","Alcohol Consumption","Heavy Drinking","Heavy drinkers (adult men having more than 14 drinks per week and adult women having more than 7 drinks per week) (variable calculated from one or more BRFSS questions)","Meet criteria for heavy drinking","BRFSS","%","Crude Prevalence","4.8","","","4.0","5.6","263","Overall","Overall","_RFDRHV7","34","34","","","","","",""
"4510886","2021","NY","New York","Alcohol Consumption","Heavy Drinking","Heavy drinkers (adult men having more than 14 drinks per week and adult women having more than 7 drinks per week) (variable calculated from one or more BRFSS questions)","Do not meet criteria for heavy drinking","BRFSS","%","Crude Prevalence","94.5","","","94.1","95.0","32765","Overall","Overall","_RFDRHV7","35","35","","","","","",""
"4505479","2021","NY","New York","Alcohol Consumption","Heavy Drinking","Heavy drinkers (adult men having more than 14 drinks per week and adult women having more than 7 drinks per week) (variable calculated from one or more BRFSS questions)","Meet criteria for heavy drinking","BRFSS","%","Crude Prevalence","5.5","","","5.0","5.9","2048","Overall","Overall","_RFDRHV7","35","35","","","","","",""
"4523699","2021","NC","North Carolina","Alcohol Consumption","Heavy Drinking","Heavy drinkers (adult men having more than 14 drinks per week and adult women having more than 7 drinks per week) (variable calculated from one or more BRFSS questions)","Do not meet criteria for heavy drinking","BRFSS","%","Crude Prevalence","94.6","","","93.9","95.4","4356","Overall","Overall","_RFDRHV7","36","36","","","","","",""
"4527148","2021","NC","North Carolina","Alcohol Consumption","Heavy Drinking","Heavy drinkers (adult men having more than 14 drinks per week and adult women having more than 7 drinks per week) (variable calculated from one or more BRFSS questions)","Meet criteria for heavy drinking","BRFSS","%","Crude Prevalence","5.4","","","4.6","6.1","254","Overall","Overall","_RFDRHV7","36","36","","","","","",""
"4526203","2021","ND","North Dakota","Alcohol Consumption","Heavy Drinking","Heavy drinkers (adult men having more than 14 drinks per week and adult women having more than 7 drinks per week) (variable calculated from one or more BRFSS questions)","Do not meet criteria for heavy drinking","BRFSS","%","Crude Prevalence","93.3","","","92.4","94.2","5253","Overall","Overall","_RFDRHV7","37","37","","","","","",""
"4526944","2021","ND","North Dakota","Alcohol Consumption","Heavy Drinking","Heavy drinkers (adult men having more than 14 drinks per week and adult women having more than 7 drinks per week) (variable calculated from one or more BRFSS questions)","Meet criteria for heavy drinking","BRFSS","%","Crude Prevalence","6.7","","","5.8","7.6","309","Overall","Overall","_RFDRHV7","37","37","","","","","",""
"4531098","2021","OH","Ohio","Alcohol Consumption","Heavy Drinking","Heavy drinkers (adult men having more than 14 drinks per week and adult women having more than 7 drinks per week) (variable calculated from one or more BRFSS questions)","Do not meet criteria for heavy drinking","BRFSS","%","Crude Prevalence","93.8","","","93.2","94.4","12363","Overall","Overall","_RFDRHV7","38","38","","","","","",""
"4524603","2021","OH","Ohio","Alcohol Consumption","Heavy Drinking","Heavy drinkers (adult men having more than 14 drinks per week and adult women having more than 7 drinks per week) (variable calculated from one or more BRFSS questions)","Meet criteria for heavy drinking","BRFSS","%","Crude Prevalence","6.2","","","5.6","6.8","727","Overall","Overall","_RFDRHV7","38","38","","","","","",""
"4525550","2021","OK","Oklahoma","Alcohol Consumption","Heavy Drinking","Heavy drinkers (adult men having more than 14 drinks per week and adult women having more than 7 drinks per week) (variable calculated from one or more BRFSS questions)","Do not meet criteria for heavy drinking","BRFSS","%","Crude Prevalence","96.2","","","95.5","96.8","4652","Overall","Overall","_RFDRHV7","39","39","","","","","",""
"4523230","2021","OK","Oklahoma","Alcohol Consumption","Heavy Drinking","Heavy drinkers (adult men having more than 14 drinks per week and adult women having more than 7 drinks per week) (variable calculated from one or more BRFSS questions)","Meet criteria for heavy drinking","BRFSS","%","Crude Prevalence","3.8","","","3.2","4.5","185","Overall","Overall","_RFDRHV7","39","39","","","","","",""
"4541406","2021","OR","Oregon","Alcohol Consumption","Heavy Drinking","Heavy drinkers (adult men having more than 14 drinks per week and adult women having more than 7 drinks per week) (variable calculated from one or more BRFSS questions)","Do not meet criteria for heavy drinking","BRFSS","%","Crude Prevalence","91.5","","","90.6","92.5","4551","Overall","Overall","_RFDRHV7","40","40","","","","","",""
"4542635","2021","OR","Oregon","Alcohol Consumption","Heavy Drinking","Heavy drinkers (adult men having more than 14 drinks per week and adult women having more than 7 drinks per week) (variable calculated from one or more BRFSS questions)","Meet criteria for heavy drinking","BRFSS","%","Crude Prevalence","8.5","","","7.5","9.4","411","Overall","Overall","_RFDRHV7","40","40","","","","","",""
"4544140","2021","PA","Pennsylvania","Alcohol Consumption","Heavy Drinking","Heavy drinkers (adult men having more than 14 drinks per week and adult women having more than 7 drinks per week) (variable calculated from one or more BRFSS questions)","Do not meet criteria for heavy drinking","BRFSS","%","Crude Prevalence","93.4","","","92.5","94.3","5538","Overall","Overall","_RFDRHV7","41","41","","","","","",""
